Customer ID,Feedback Channel,Rating,Comment,Date
C00218,Survey,1.0,Very responsive and helpful!*,
C00364,Social Media,1.0,Too slow response time.,2024-02-05
C00817,Email,2.0,Very responsive and helpful!*,
C00265,Email,1.0,Terrible custmer support.!!!,2024-06-04
C00349,Social Media,2.0,Satisfied with the service.,2024-03-05
C00287,Social Media,1.0,"Overall, a decent experience.*",2024-07-03
C00902,Email,2.0,Could improve produtc qualty....,
C00611,Social Media,3.0,"Overall, a decent experience.*",2024-03-19
C00719,Social Media,1.0,Very poor qualty for the price.,2024-11-01
C00902,Email,2.0,Very poor qualty for the price.,2023-12-09
C00283,Email,,Very responsive and helpful!*,2024-01-16
C00570,Survey,2.0,Very poor qualty for the price.,2024-07-21
C00011,Survey,1.0,The servise was grate!,2024-07-29
,Survey,1.0,Too slow response time.,2024-05-22
C00971,Social Media,1.0,The servise was grate!,2024-06-11
C00196,,1.0,Very poor qualty for the price.,2024-08-29
C00088,Survey,3.0,T0tally satisfi3d!,2023-12-28
C00248,Social Media,5.0,Good but could be better.??,2023-12-20
C00738,Social Media,1.0,Not worth the price.,2024-01-08
C00417,Social Media,,Not worth the price.,2024-10-14
C00501,Survey,5.0,,2024-01-09
C00569,Survey,4.0,Exceeds my expectations!??,2024-02-13
,Email,3.0,T0tally satisfi3d!,2024-01-29
C00247,Survey,1.0,The best experience i've had!,2023-12-13
,Survey,5.0,The servise was grate!,2024-03-19
C00488,Social Media,1.0,Very responsive and helpful!*,2024-09-20
C00662,Social Media,1.0,Not worth the price.,2024-10-06
C00729,Survey,2.0,Not worth the price.,2024-01-29
C00503,Email,2.0,The servise was grate!,2024-04-18
C00459,Survey,1.0,"Overall, a decent experience.*",2024-01-25
C00812,Social Media,2.0,Satisfied with the service.,2024-05-16
C00018,Email,1.0,Exceeds my expectations!??,2023-12-17
C00096,Email,1.0,Satisfied with the service.,2023-12-30
C00302,,1.0,Would definitly recommend!*,2024-08-30
C00227,Survey,4.0,Exceeds my expectations!??,2024-07-12
C00415,Email,2.0,Exceeds my expectations!??,2024-09-28
C00709,Social Media,2.0,The servise was grate!,2024-08-10
C00250,,1.0,Very poor qualty for the price.,2024-08-21
C00314,Social Media,1.0,Would definitly recommend!*,2024-01-19
C00680,Survey,4.0,Not worth the price.,2024-04-23
C00596,Email,3.0,Terrible custmer support.!!!,2024-09-16
C00378,Social Media,5.0,Very responsive and helpful!*,2024-04-09
C00485,Social Media,2.0,Could improve produtc qualty....,2024-05-24
C00567,Email,4.0,The best experience i've had!,2024-04-16
C00544,Social Media,2.0,Exceeds my expectations!??,2024-06-23
C00353,Email,4.0,"Overall, a decent experience.*",2024-03-19
C00436,Survey,5.0,,2024-09-22
C00764,Survey,2.0,The servise was grate!,2024-09-22
,Email,4.0,The servise was grate!,2024-03-23
C00339,Survey,3.0,T0tally satisfi3d!,2024-05-16
C00361,Survey,5.0,Terrible custmer support.!!!,2024-05-13
C00720,Email,,Very poor qualty for the price.,2024-10-28
C00465,Social Media,4.0,Could improve produtc qualty....,2024-02-22
C00278,Email,2.0,The servise was grate!,2024-02-05
C00314,Email,5.0,T0tally satisfi3d!,2024-05-14
C00258,Email,1.0,Too slow response time.,2024-10-21
C00237,Survey,1.0,Could improve produtc qualty....,2024-04-15
C00124,Social Media,2.0,Very poor qualty for the price.,2024-03-27
C00739,Survey,2.0,Terrible custmer support.!!!,2024-03-30
C00198,Survey,3.0,Terrible custmer support.!!!,2023-12-14
C00324,Email,2.0,Would definitly recommend!*,2023-12-31
C00123,Survey,5.0,Too slow response time.,2024-07-28
C00761,Social Media,5.0,Terrible custmer support.!!!,2023-12-24
C00549,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-10-22
C00974,Social Media,1.0,Very poor qualty for the price.,2024-08-03
C00781,Social Media,1.0,Very responsive and helpful!*,
C00707,Survey,2.0,Very responsive and helpful!*,2024-10-26
C00190,Survey,2.0,Very responsive and helpful!*,2024-04-28
C00197,Survey,3.0,"Overall, a decent experience.*",2023-12-18
C00222,Email,2.0,Exceeds my expectations!??,2024-02-22
C00757,Survey,2.0,The best experience i've had!,2024-05-18
C00496,,4.0,Could improve produtc qualty....,2024-06-22
C00284,Social Media,5.0,Could improve produtc qualty....,
C00742,Email,3.0,Very poor qualty for the price.,2024-07-23
C00604,Survey,5.0,Terrible custmer support.!!!,2023-11-14
C00779,Social Media,4.0,Not worth the price.,2024-10-21
C00538,Social Media,5.0,Exceeds my expectations!??,2024-04-26
C00612,Social Media,3.0,The servise was grate!,2024-01-17
C00290,Social Media,2.0,T0tally satisfi3d!,2023-12-04
C00103,Email,4.0,The servise was grate!,2024-02-18
C00853,Social Media,3.0,Not worth the price.,2024-08-13
C00199,Social Media,3.0,The servise was grate!,2024-10-01
C00304,Social Media,2.0,Satisfied with the service.,2024-09-29
C00233,Social Media,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-07
C00370,Social Media,1.0,Very responsive and helpful!*,2023-12-26
C00184,Survey,3.0,The best experience i've had!,2024-10-23
C00310,Email,3.0,The best experience i've had!,2024-09-03
C00015,Email,2.0,Good but could be better.??,2024-02-23
C00726,Survey,1.0,The servise was grate!,2024-06-19
,Social Media,,Would definitly recommend!*,2024-06-11
C00130,Survey,1.0,Not worth the price.,2024-07-24
C00281,Social Media,4.0,"Overall, a decent experience.*",2024-04-07
C00047,Social Media,,Not worth the price.,2023-12-26
C00998,Social Media,1.0,Could improve produtc qualty....,2024-08-05
C00056,Email,5.0,Satisfied with the service.,
C00567,Survey,4.0,Good but could be better.??,2024-07-16
C00300,Social Media,1.0,T0tally satisfi3d!,2023-12-16
C00715,Survey,4.0,Not worth the price.,2024-03-17
C00967,Social Media,1.0,Exceeds my expectations!??,2024-05-18
C00130,Email,1.0,Exceeds my expectations!??,2024-10-13
C00654,Survey,3.0,The servise was grate!,2024-01-12
C00890,Survey,5.0,,2024-01-28
C00771,Email,3.0,Not worth the price.,2023-11-19
C00503,Email,5.0,Exceeds my expectations!??,2023-12-13
C00106,Email,1.0,Very responsive and helpful!*,2024-03-17
C00894,Social Media,5.0,Not worth the price.,2024-10-08
C00013,Social Media,3.0,"Overall, a decent experience.*",2024-07-29
C00588,Survey,3.0,Terrible custmer support.!!!,2024-03-08
C00292,Social Media,4.0,T0tally satisfi3d!,2024-02-14
,Email,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-08
C00491,Survey,4.0,T0tally satisfi3d!,2024-04-18
C00452,Social Media,3.0,Would definitly recommend!*,2024-03-20
C00349,Email,4.0,The servise was grate!,2023-12-05
C00189,Email,3.0,The servise was grate!,2023-12-24
C00989,Social Media,4.0,Very poor qualty for the price.,2023-12-31
C00053,Survey,3.0,Would definitly recommend!*,2024-02-07
C00259,Social Media,5.0,Terrible custmer support.!!!,
C00964,Social Media,2.0,The best experience i've had!,2024-01-30
C00883,Email,2.0,Very responsive and helpful!*,2024-08-08
C00490,Survey,5.0,Terrible custmer support.!!!,2024-02-19
C00117,Social Media,2.0,"Overall, a decent experience.*",2024-05-22
C00842,Survey,1.0,Not worth the price.,2023-11-10
C00067,Survey,3.0,Could improve produtc qualty....,2024-02-13
C00411,Email,4.0,The best experience i've had!,2023-11-05
C00504,Email,4.0,Exceeds my expectations!??,2024-07-22
,Email,4.0,Not worth the price.,2024-07-08
C00591,Social Media,3.0,Good but could be better.??,2024-05-25
C00645,Social Media,4.0,,2024-04-02
C00703,Survey,4.0,Exceeds my expectations!??,2024-07-01
C00055,Social Media,4.0,,2024-07-09
C00156,,4.0,Good but could be better.??,2023-11-28
C00153,Social Media,2.0,Could improve produtc qualty....,2024-08-24
C00831,Survey,2.0,Terrible custmer support.!!!,2023-11-10
C00577,Social Media,4.0,Exceeds my expectations!??,2024-06-07
C00972,Social Media,4.0,Satisfied with the service.,2024-10-08
C00312,Survey,1.0,Terrible custmer support.!!!,2024-10-10
C00088,Survey,2.0,Too slow response time.,2024-07-09
C00255,Social Media,3.0,Not worth the price.,2024-06-14
C00122,Email,4.0,Could improve produtc qualty....,2023-12-30
C00572,Email,2.0,The servise was grate!,2024-08-09
C00783,Email,4.0,Good but could be better.??,2024-03-05
C00427,Email,,Satisfied with the service.,2024-06-30
C00621,Social Media,1.0,Too slow response time.,2024-05-16
C00611,Social Media,4.0,Very poor qualty for the price.,2024-01-17
C00810,Survey,2.0,"Overall, a decent experience.*",2024-09-09
C00634,Survey,2.0,"Overall, a decent experience.*",2024-05-14
C00232,Social Media,,T0tally satisfi3d!,2023-11-06
C00795,Email,2.0,Could improve produtc qualty....,2024-07-09
,Survey,,Not worth the price.,2024-06-07
C00390,Survey,1.0,"Overall, a decent experience.*",2024-10-04
C00462,Social Media,1.0,Very responsive and helpful!*,2024-07-09
C00931,Social Media,4.0,Terrible custmer support.!!!,2024-10-22
C00454,Email,4.0,T0tally satisfi3d!,2023-12-08
C00305,Social Media,2.0,Could improve produtc qualty....,2024-09-25
,Survey,3.0,Not worth the price.,2024-06-05
C00603,Survey,3.0,Would definitly recommend!*,2024-02-07
C00440,Email,2.0,"Overall, a decent experience.*",2023-12-23
C00313,Email,1.0,Satisfied with the service.,2024-07-17
C00583,Email,4.0,Exceeds my expectations!??,2024-01-19
C00636,Social Media,4.0,"Overall, a decent experience.*",2023-11-26
C00062,Social Media,2.0,Could improve produtc qualty....,2024-03-28
C00625,Email,3.0,Satisfied with the service.,2024-08-10
,Survey,5.0,T0tally satisfi3d!,2024-07-30
C00758,Survey,3.0,Terrible custmer support.!!!,2024-07-26
C00102,Social Media,2.0,The best experience i've had!,2024-05-25
C00971,Survey,2.0,Very responsive and helpful!*,2024-08-18
C00782,Social Media,4.0,The best experience i've had!,2023-11-30
C00213,Survey,5.0,The best experience i've had!,2024-10-06
C00641,Social Media,4.0,Good but could be better.??,2024-04-06
C00217,Social Media,4.0,Satisfied with the service.,2023-12-27
C00271,Survey,4.0,Not worth the price.,2024-07-18
C00677,Survey,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-05-22
C00084,,4.0,Would definitly recommend!*,2024-08-25
C00161,Survey,1.0,The best experience i've had!,2024-02-26
C00246,,3.0,Not worth the price.,2023-11-27
C00178,Social Media,1.0,Satisfied with the service.,2024-02-28
C00566,Survey,1.0,Satisfied with the service.,2024-10-13
C00077,Survey,3.0,Too slow response time.,
C00161,Survey,,The servise was grate!,2024-05-21
C00003,Email,5.0,Not worth the price.,2024-04-05
C00419,,3.0,Exceeds my expectations!??,2024-10-05
C00462,Email,2.0,T0tally satisfi3d!,2024-04-21
C00706,Survey,,Terrible custmer support.!!!,2024-05-28
C00609,Email,5.0,Too slow response time.,2024-03-15
C00482,Email,4.0,"Overall, a decent experience.*",2024-09-14
C00299,Social Media,2.0,Very poor qualty for the price.,2024-06-11
C00034,Social Media,4.0,"Overall, a decent experience.*",2024-07-01
C00238,Survey,4.0,Very responsive and helpful!*,2024-04-05
C00296,Email,1.0,Very poor qualty for the price.,2023-12-30
C00724,Social Media,,The servise was grate!,2024-09-01
C00290,Email,2.0,Exceeds my expectations!??,2024-09-13
C00720,Email,3.0,"Overall, a decent experience.*",2023-12-17
C00881,Social Media,3.0,Satisfied with the service.,2024-05-28
C00465,Social Media,5.0,Not worth the price.,
C00073,Social Media,4.0,Too slow response time.,2024-04-18
C00704,Survey,5.0,Could improve produtc qualty....,2024-10-20
C00240,Social Media,1.0,The best experience i've had!,2024-03-02
C00947,Email,5.0,Would definitly recommend!*,2024-09-11
C00271,Social Media,2.0,Exceeds my expectations!??,2024-10-19
C00807,Social Media,5.0,Would definitly recommend!*,2023-11-15
C00811,Survey,3.0,Could improve produtc qualty....,2024-05-21
C00641,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-12
C00604,Email,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-22
C00678,Survey,2.0,The best experience i've had!,2023-11-21
C00824,Email,3.0,The servise was grate!,
C00957,Survey,5.0,Could improve produtc qualty....,2024-11-02
C00203,Email,,Exceeds my expectations!??,2024-07-11
C00436,Email,1.0,Exceeds my expectations!??,2024-09-30
C00118,Survey,1.0,The best experience i've had!,2023-11-12
C00558,Email,4.0,Very poor qualty for the price.,2024-03-01
C00231,Survey,3.0,Very poor qualty for the price.,2024-04-05
C00664,Social Media,4.0,Very poor qualty for the price.,2024-01-10
C00153,,2.0,Terrible custmer support.!!!,2024-04-25
C00931,Survey,2.0,Very responsive and helpful!*,2024-10-08
C00273,Social Media,3.0,"Overall, a decent experience.*",2024-01-02
C00847,Social Media,2.0,T0tally satisfi3d!,2024-10-31
,Survey,3.0,Very responsive and helpful!*,2024-09-05
C00074,Survey,4.0,The servise was grate!,2024-06-22
C00062,Survey,3.0,Satisfied with the service.,2024-10-19
C00170,Social Media,5.0,Very responsive and helpful!*,2023-12-02
C00812,Email,3.0,"Overall, a decent experience.*",2024-01-07
C00315,Survey,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-13
C00610,Survey,3.0,Terrible custmer support.!!!,2023-12-10
C00767,Social Media,2.0,The best experience i've had!,2024-05-14
C00845,Email,2.0,"Overall, a decent experience.*",2024-08-17
C00583,Email,3.0,"Overall, a decent experience.*",2024-08-24
C00944,Email,5.0,Too slow response time.,2023-12-26
C00296,Survey,2.0,"Overall, a decent experience.*",
C00450,Social Media,5.0,Could improve produtc qualty....,
C00128,Social Media,5.0,Too slow response time.,2024-08-09
C00480,Social Media,2.0,The best experience i've had!,2024-01-16
C00706,Social Media,2.0,Very responsive and helpful!*,2024-08-27
C00312,Social Media,4.0,Terrible custmer support.!!!,2024-05-23
C00717,Email,5.0,"Overall, a decent experience.*",2024-06-29
C00413,Email,4.0,Would definitly recommend!*,2023-11-10
C00966,Email,1.0,Not worth the price.,2024-06-28
C00279,Email,3.0,Too slow response time.,2024-03-25
C00513,Survey,5.0,Would definitly recommend!*,2024-02-02
C00553,,1.0,Too slow response time.,2024-01-04
C00506,Email,4.0,Terrible custmer support.!!!,2024-04-23
C00449,Survey,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-10
C00083,Survey,5.0,Exceeds my expectations!??,2023-12-09
C00613,Survey,3.0,Not worth the price.,2024-09-06
C00041,Survey,1.0,,2024-03-11
C00911,Survey,5.0,"Overall, a decent experience.*",2024-09-26
C00443,Survey,4.0,The best experience i've had!,2024-05-26
C00753,Survey,4.0,Very poor qualty for the price.,2024-01-14
C00331,,5.0,Too slow response time.,2024-04-27
,Email,3.0,The servise was grate!,2024-01-31
C00257,Social Media,1.0,Very responsive and helpful!*,2024-05-28
C00027,Social Media,4.0,Would definitly recommend!*,2023-11-06
C00094,,4.0,Exceeds my expectations!??,2024-01-15
C00235,Email,2.0,"Overall, a decent experience.*",
C00985,Email,3.0,Too slow response time.,
C00691,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-06-08
C00857,Social Media,3.0,Would definitly recommend!*,2024-08-23
C00882,Social Media,1.0,T0tally satisfi3d!,2023-11-17
C00590,Social Media,4.0,Terrible custmer support.!!!,2024-08-12
C00602,Survey,2.0,Not worth the price.,2024-11-01
C00974,Social Media,2.0,Exceeds my expectations!??,2024-07-23
C00022,Email,1.0,,2024-06-25
C00784,Social Media,3.0,Very responsive and helpful!*,2024-05-10
C00689,Survey,3.0,Not worth the price.,2024-03-25
C00842,Survey,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-07-25
C00276,Social Media,4.0,Very poor qualty for the price.,2023-11-10
C00591,Email,5.0,The servise was grate!,2024-01-16
C00042,Survey,2.0,"Overall, a decent experience.*",2024-09-08
C00782,Social Media,3.0,T0tally satisfi3d!,2024-03-02
C00775,Email,3.0,The best experience i've had!,2024-02-14
C00180,Survey,4.0,Very responsive and helpful!*,2024-05-11
C00482,Email,3.0,Terrible custmer support.!!!,2024-08-10
C00532,Email,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-02
C00668,,5.0,Not worth the price.,2024-07-19
C00453,Survey,2.0,T0tally satisfi3d!,2024-04-05
,Email,,T0tally satisfi3d!,2024-02-11
C00285,Survey,5.0,"Overall, a decent experience.*",2024-10-19
C00186,Email,5.0,Could improve produtc qualty....,2024-09-18
C00600,Social Media,1.0,Good but could be better.??,2024-09-27
C00447,Email,,The servise was grate!,2023-12-17
C00651,Email,1.0,The servise was grate!,2023-11-07
C00834,Email,2.0,Very poor qualty for the price.,2024-06-01
C00504,Email,5.0,Would definitly recommend!*,2024-05-08
C00993,Social Media,5.0,Terrible custmer support.!!!,2024-06-21
C00094,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-03-06
C00482,Email,2.0,Exceeds my expectations!??,2024-04-20
C00357,Email,4.0,Would definitly recommend!*,2023-12-18
C00419,Email,4.0,Good but could be better.??,2024-07-07
C00342,Social Media,1.0,Satisfied with the service.,2024-04-12
C00329,Social Media,3.0,Would definitly recommend!*,2024-04-26
C00687,Email,3.0,The best experience i've had!,2024-03-13
C00108,Email,2.0,,2024-05-16
C00879,Email,2.0,"Overall, a decent experience.*",2024-08-24
C00165,Email,3.0,Very responsive and helpful!*,2024-02-24
C00338,Survey,1.0,Could improve produtc qualty....,2024-10-23
C00422,Survey,1.0,Not worth the price.,2024-10-31
C00711,Survey,4.0,T0tally satisfi3d!,2024-04-29
C00508,Email,1.0,"Overall, a decent experience.*",2024-01-06
C00296,Social Media,3.0,Terrible custmer support.!!!,2023-11-18
C00679,Email,4.0,Would definitly recommend!*,2024-01-27
C00968,Social Media,2.0,Too slow response time.,2023-12-16
C00411,Email,4.0,Very poor qualty for the price.,2024-04-08
C00834,Email,4.0,Very poor qualty for the price.,2023-11-29
C00779,Social Media,5.0,The servise was grate!,2023-12-20
C00564,Survey,2.0,,2024-01-21
C00038,Email,5.0,Too slow response time.,2024-08-09
C00466,Email,4.0,The servise was grate!,2024-03-09
C00091,Email,3.0,Very poor qualty for the price.,2024-02-09
C00323,Survey,1.0,Too slow response time.,2023-12-19
C00259,Email,3.0,Terrible custmer support.!!!,2024-08-23
,Survey,4.0,The best experience i've had!,2024-04-22
C00119,Email,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-05-11
C00994,Email,2.0,Could improve produtc qualty....,2024-07-24
C00792,Survey,5.0,"Overall, a decent experience.*",2024-09-25
C00414,,4.0,Good but could be better.??,2024-08-29
C00886,Email,3.0,Not worth the price.,2024-10-31
C00527,Email,2.0,The servise was grate!,
C00845,Email,5.0,"Overall, a decent experience.*",2024-08-20
C00002,Survey,2.0,The best experience i've had!,2024-08-27
C00674,Social Media,3.0,Exceeds my expectations!??,2023-11-11
C00891,Survey,1.0,Good but could be better.??,2024-02-25
C00556,Social Media,1.0,Good but could be better.??,2024-04-26
C00474,Social Media,1.0,Not worth the price.,2024-09-08
C00424,Email,3.0,,2024-06-24
C00056,Survey,5.0,Could improve produtc qualty....,2023-12-26
C00193,,4.0,"Overall, a decent experience.*",2024-07-14
C00531,Survey,3.0,Terrible custmer support.!!!,
C00371,Email,2.0,The best experience i've had!,2023-12-16
C00638,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-07-10
C00775,Survey,,Satisfied with the service.,2024-10-28
C00511,Email,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-11-18
C00641,Email,1.0,"Overall, a decent experience.*",2024-02-11
C00453,Survey,,"Overall, a decent experience.*",2023-11-21
C00779,Email,3.0,Terrible custmer support.!!!,2024-04-29
C00053,Survey,,The best experience i've had!,2024-06-02
C00209,Email,2.0,The servise was grate!,2024-07-18
C00274,Survey,3.0,Not worth the price.,2024-06-23
C00563,,5.0,T0tally satisfi3d!,2023-12-04
C00135,Social Media,1.0,Not worth the price.,2024-08-24
C00950,Email,3.0,Could improve produtc qualty....,2024-04-08
C00295,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-12
C00449,Email,5.0,Too slow response time.,2024-01-10
C00902,Survey,5.0,The best experience i've had!,2024-03-13
C00716,Email,1.0,Exceeds my expectations!??,2024-10-27
C00497,Email,5.0,Good but could be better.??,2024-05-18
C00125,Survey,1.0,Exceeds my expectations!??,2023-11-07
C00030,Survey,2.0,Would definitly recommend!*,2024-04-21
C00997,Social Media,4.0,Satisfied with the service.,2023-12-22
C00646,Social Media,1.0,Not worth the price.,2024-05-23
C00624,Survey,1.0,"Overall, a decent experience.*",2024-03-13
C00819,Survey,2.0,Satisfied with the service.,2024-08-07
C00246,Email,2.0,Not worth the price.,2024-03-02
C00727,Social Media,1.0,Exceeds my expectations!??,2024-09-24
C00163,Survey,5.0,The best experience i've had!,2024-09-23
C00319,Email,2.0,Very responsive and helpful!*,2024-08-15
C00565,Email,2.0,,2024-09-02
C00015,Social Media,1.0,Satisfied with the service.,2024-04-17
C00566,Social Media,3.0,Not worth the price.,2024-02-19
C00418,Social Media,3.0,Too slow response time.,2024-03-06
C00096,Email,3.0,Terrible custmer support.!!!,2024-06-21
C00231,Survey,1.0,Not worth the price.,2024-05-20
C00862,Email,4.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-17
C00935,Social Media,3.0,Satisfied with the service.,2024-03-16
C00117,Email,1.0,Too slow response time.,2024-01-03
C00473,Social Media,4.0,Satisfied with the service.,2024-08-16
C00970,Email,4.0,Too slow response time.,2024-06-24
C00121,Social Media,5.0,,2024-05-29
C00664,Email,1.0,Would definitly recommend!*,2024-06-26
C00853,Survey,5.0,Good but could be better.??,2024-06-29
C00158,Email,,"Overall, a decent experience.*",2024-10-11
C00511,Social Media,4.0,,2024-06-15
C00956,Social Media,2.0,T0tally satisfi3d!,2023-12-06
C00734,Survey,5.0,Could improve produtc qualty....,2023-11-09
C00299,Social Media,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-05-21
,Survey,2.0,Would definitly recommend!*,2024-03-27
C00723,Survey,4.0,Exceeds my expectations!??,2024-02-27
C00280,Email,2.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-04-11
C00426,Email,1.0,T0tally satisfi3d!,2024-04-19
C00855,Social Media,3.0,Very poor qualty for the price.,2024-10-05
C00495,Social Media,2.0,Very poor qualty for the price.,2024-11-04
C00484,Email,2.0,The servise was grate!,2024-08-31
C00250,Social Media,1.0,The servise was grate!,2024-06-24
C00468,Social Media,5.0,Very responsive and helpful!*,2024-10-16
C00565,Social Media,1.0,The best experience i've had!,2024-09-25
C00149,Survey,1.0,The best experience i've had!,2024-10-12
C00393,Survey,2.0,,2024-03-03
C00196,Social Media,4.0,T0tally satisfi3d!,2023-12-15
C00944,Survey,1.0,Very responsive and helpful!*,2024-09-27
C00614,Social Media,1.0,Very poor qualty for the price.,2024-07-03
C00521,Email,2.0,,2024-03-05
C00765,Survey,2.0,Could improve produtc qualty....,2023-11-27
C00901,,2.0,The servise was grate!,2024-02-29
C00140,Social Media,2.0,Too slow response time.,2024-02-28
C00885,Social Media,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-02-03
C00072,Email,3.0,"Overall, a decent experience.*",2024-03-19
C00283,,3.0,Would definitly recommend!*,2024-08-28
,Social Media,4.0,The servise was grate!,2024-06-07
C00809,Survey,4.0,T0tally satisfi3d!,2024-06-23
C00875,Social Media,1.0,The best experience i've had!,2024-04-23
C00425,Email,5.0,Good but could be better.??,2024-07-17
,Email,3.0,Exceeds my expectations!??,
C00957,Survey,4.0,Exceeds my expectations!??,2024-04-27
C00807,Social Media,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-01-03
C00520,Survey,4.0,Not worth the price.,2023-11-05
C00274,Email,5.0,The servise was grate!,2024-04-07
C00841,Social Media,1.0,"Overall, a decent experience.*",2024-08-08
C00003,,1.0,Terrible custmer support.!!!,2024-03-27
C00290,Survey,2.0,Would definitly recommend!*,2024-08-04
C00744,Survey,5.0,Not worth the price.,2023-11-27
C00306,Survey,1.0,Too slow response time.,2024-08-31
C00858,Email,2.0,Satisfied with the service.,2024-04-08
,Email,2.0,,2024-10-28
C00594,Email,5.0,The servise was grate!,2024-06-16
C00676,Social Media,4.0,Would definitly recommend!*,
,,1.0,Satisfied with the service.,2024-01-03
,Survey,3.0,The servise was grate!,2024-08-08
C00153,Survey,1.0,Terrible custmer support.!!!,2023-12-22
C00458,Email,5.0,T0tally satisfi3d!,2024-04-29
C00552,Survey,3.0,Terrible custmer support.!!!,2024-05-21
C00496,Email,5.0,The best experience i've had!,2023-11-15
C00354,Email,2.0,"Overall, a decent experience.*",2024-04-27
C00341,Social Media,4.0,Satisfied with the service.,
C00566,Email,,Not worth the price.,2024-01-27
C00782,Social Media,2.0,Very poor qualty for the price.,2024-07-09
C00557,,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-12-01
C00387,Survey,1.0,Terrible custmer support.!!!,2024-06-24
C00467,Social Media,5.0,Terrible custmer support.!!!,2024-09-04
C00956,Email,3.0,The servise was grate!,2024-08-29
C00330,Email,3.0,Not worth the price.,2024-05-07
C00891,,5.0,The best experience i've had!,2024-08-27
C00194,Survey,3.0,Good but could be better.??,2024-04-06
C00715,Social Media,5.0,,2024-07-06
C00245,,4.0,Good but could be better.??,2024-06-03
C00586,Survey,,Terrible custmer support.!!!,2024-01-04
C00393,Survey,2.0,The servise was grate!,2023-12-28
C00240,Survey,5.0,,2023-12-30
C00877,Social Media,3.0,Not worth the price.,2023-12-01
C00795,,3.0,The best experience i've had!,2024-07-09
C00421,Social Media,2.0,T0tally satisfi3d!,
C00045,,3.0,Too slow response time.,2024-07-04
C00326,Social Media,3.0,Satisfied with the service.,2024-05-23
C00763,Survey,4.0,Satisfied with the service.,2024-04-10
C00485,Survey,1.0,Could improve produtc qualty....,2024-06-22
C00723,Social Media,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-05-08
C00936,Social Media,4.0,Satisfied with the service.,2024-04-01
C00831,Survey,1.0,Very responsive and helpful!*,2024-10-14
C00391,Social Media,4.0,Very responsive and helpful!*,2024-05-02
C00396,Email,5.0,T0tally satisfi3d!,2024-06-06
C00680,Social Media,5.0,Very responsive and helpful!*,2024-04-27
C00812,Email,4.0,Not worth the price.,2024-06-28
C00841,Email,2.0,Not worth the price.,2024-01-20
C00668,Social Media,2.0,Satisfied with the service.,2024-07-24
C00156,Social Media,1.0,Exceeds my expectations!??,2024-08-20
C00508,Social Media,1.0,The best experience i've had!,2024-06-25
C00988,Email,4.0,Satisfied with the service.,2024-01-21
C00038,Survey,1.0,Very poor qualty for the price.,2024-01-29
C00130,Email,2.0,Good but could be better.??,2024-05-21
C00515,Email,2.0,"Overall, a decent experience.*",2024-10-19
C00989,Email,5.0,Too slow response time.,2024-08-26
C00605,Survey,3.0,Could improve produtc qualty....,2024-02-20
,Email,2.0,Very poor qualty for the price.,2024-04-04
C00891,Email,5.0,,2024-07-21
C00103,Social Media,3.0,Too slow response time.,2024-04-25
C00896,Survey,3.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",
,Email,4.0,The best experience i've had!,2024-10-18
C00451,Email,1.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2023-11-17
C00103,Social Media,2.0,Good but could be better.??,2024-02-17
C00539,Survey,5.0,"N33ds impr0v3m3nt, 3sp3cialy in supp0rt.",2024-08-27
C00933,Survey,3.0,Not worth the price.,2023-11-10
C00468,Social Media,2.0,Would definitly recommend!*,2024-09-11
C00016,Email,5.0,Terrible custmer support.!!!,2024-07-21
